,date,sunrise,sunset,first_light,last_light,dawn,dusk,solar_noon,golden_hour,day_length,timezone,utc_offset
17,2018-05-18,5:50:42 AM,7:49:56 PM,4:12:49 AM,9:27:49 PM,5:22:51 AM,8:17:47 PM,12:50:19 PM,7:14:21 PM,13:59:13,America/Los_Angeles,-420.0
18,2018-05-19,5:50:02 AM,7:50:41 PM,4:11:50 AM,9:28:54 PM,5:22:07 AM,8:18:36 PM,12:50:22 PM,7:15:02 PM,14:00:38,America/Los_Angeles,-420.0
19,2018-05-20,5:49:24 AM,7:51:26 PM,4:10:52 AM,9:29:58 PM,5:21:25 AM,8:19:25 PM,12:50:25 PM,7:15:43 PM,14:02:01,America/Los_Angeles,-420.0
20,2018-05-21,5:48:48 AM,7:52:10 PM,4:09:56 AM,9:31:02 PM,5:20:44 AM,8:20:13 PM,12:50:29 PM,7:16:23 PM,14:03:22,America/Los_Angeles,-420.0
21,2018-05-22,5:48:13 AM,7:52:54 PM,4:09:02 AM,9:32:05 PM,5:20:05 AM,8:21:01 PM,12:50:33 PM,7:17:03 PM,14:04:41,America/Los_Angeles,-420.0
22,2018-05-23,5:47:39 AM,7:53:37 PM,4:08:09 AM,9:33:07 PM,5:19:28 AM,8:21:48 PM,12:50:38 PM,7:17:42 PM,14:05:58,America/Los_Angeles,-420.0
23,2018-05-24,5:47:07 AM,7:54:20 PM,4:07:18 AM,9:34:09 PM,5:18:52 AM,8:22:35 PM,12:50:43 PM,7:18:21 PM,14:07:13,America/Los_Angeles,-420.0
24,2018-05-25,5:46:36 AM,7:55:02 PM,4:06:29 AM,9:35:09 PM,5:18:17 AM,8:23:21 PM,12:50:49 PM,7:19:00 PM,14:08:26,America/Los_Angeles,-420.0
25,2018-05-26,5:46:07 AM,7:55:44 PM,4:05:41 AM,9:36:09 PM,5:17:44 AM,8:24:06 PM,12:50:55 PM,7:19:38 PM,14:09:36,America/Los_Angeles,-420.0
26,2018-05-27,5:45:39 AM,7:56:25 PM,4:04:56 AM,9:37:08 PM,5:17:13 AM,8:24:51 PM,12:51:02 PM,7:20:15 PM,14:10:45,America/Los_Angeles,-420.0
27,2018-05-28,5:45:13 AM,7:57:05 PM,4:04:12 AM,9:38:06 PM,5:16:43 AM,8:25:35 PM,12:51:09 PM,7:20:52 PM,14:11:52,America/Los_Angeles,-420.0
28,2018-05-29,5:44:48 AM,7:57:44 PM,4:03:30 AM,9:39:02 PM,5:16:15 AM,8:26:18 PM,12:51:16 PM,7:21:28 PM,14:12:56,America/Los_Angeles,-420.0
29,2018-05-30,5:44:25 AM,7:58:23 PM,4:02:50 AM,9:39:58 PM,5:15:48 AM,8:27:00 PM,12:51:24 PM,7:22:03 PM,14:13:58,America/Los_Angeles,-420.0
30,2018-05-31,5:44:03 AM,7:59:01 PM,4:02:12 AM,9:40:52 PM,5:15:23 AM,8:27:41 PM,12:51:32 PM,7:22:38 PM,14:14:58,America/Los_Angeles,-420.0
31,2018-06-01,5:43:43 AM,7:59:39 PM,4:01:37 AM,9:41:45 PM,5:15:00 AM,8:28:22 PM,12:51:41 PM,7:23:12 PM,14:15:55,America/Los_Angeles,-420.0
32,2018-06-02,5:43:25 AM,8:00:15 PM,4:01:03 AM,9:42:37 PM,5:14:39 AM,8:29:01 PM,12:51:50 PM,7:23:46 PM,14:16:50,America/Los_Angeles,-420.0
33,2018-06-03,5:43:08 AM,8:00:51 PM,4:00:31 AM,9:43:27 PM,5:14:19 AM,8:29:39 PM,12:51:59 PM,7:24:18 PM,14:17:42,America/Los_Angeles,-420.0
34,2018-06-04,5:42:52 AM,8:01:25 PM,4:00:02 AM,9:44:15 PM,5:14:00 AM,8:30:17 PM,12:52:09 PM,7:24:50 PM,14:18:32,America/Los_Angeles,-420.0
35,2018-06-05,5:42:38 AM,8:01:59 PM,3:59:34 AM,9:45:03 PM,5:13:44 AM,8:30:53 PM,12:52:19 PM,7:25:21 PM,14:19:20,America/Los_Angeles,-420.0
36,2018-06-06,5:42:26 AM,8:02:31 PM,3:59:09 AM,9:45:48 PM,5:13:29 AM,8:31:28 PM,12:52:29 PM,7:25:51 PM,14:20:05,America/Los_Angeles,-420.0
37,2018-06-07,5:42:15 AM,8:03:03 PM,3:58:46 AM,9:46:32 PM,5:13:16 AM,8:32:03 PM,12:52:39 PM,7:26:20 PM,14:20:47,America/Los_Angeles,-420.0
38,2018-06-08,5:42:06 AM,8:03:34 PM,3:58:26 AM,9:47:14 PM,5:13:04 AM,8:32:35 PM,12:52:50 PM,7:26:49 PM,14:21:27,America/Los_Angeles,-420.0
39,2018-06-09,5:41:58 AM,8:04:03 PM,3:58:07 AM,9:47:54 PM,5:12:54 AM,8:33:07 PM,12:53:01 PM,7:27:16 PM,14:22:04,America/Los_Angeles,-420.0
40,2018-06-10,5:41:52 AM,8:04:32 PM,3:57:51 AM,9:48:33 PM,5:12:46 AM,8:33:37 PM,12:53:12 PM,7:27:42 PM,14:22:39,America/Los_Angeles,-420.0
41,2018-06-11,5:41:47 AM,8:04:59 PM,3:57:37 AM,9:49:09 PM,5:12:40 AM,8:34:07 PM,12:53:23 PM,7:28:08 PM,14:23:11,America/Los_Angeles,-420.0
42,2018-06-12,5:41:44 AM,8:05:25 PM,3:57:25 AM,9:49:44 PM,5:12:35 AM,8:34:34 PM,12:53:35 PM,7:28:32 PM,14:23:40,America/Los_Angeles,-420.0
43,2018-06-13,5:41:43 AM,8:05:50 PM,3:57:16 AM,9:50:17 PM,5:12:32 AM,8:35:01 PM,12:53:46 PM,7:28:55 PM,14:24:06,America/Los_Angeles,-420.0
44,2018-06-14,5:41:43 AM,8:06:13 PM,3:57:09 AM,9:50:47 PM,5:12:30 AM,8:35:26 PM,12:53:58 PM,7:29:18 PM,14:24:30,America/Los_Angeles,-420.0
45,2018-06-15,5:41:44 AM,8:06:36 PM,3:57:04 AM,9:51:16 PM,5:12:31 AM,8:35:49 PM,12:54:10 PM,7:29:39 PM,14:24:51,America/Los_Angeles,-420.0
46,2018-06-16,5:41:47 AM,8:06:57 PM,3:57:01 AM,9:51:43 PM,5:12:32 AM,8:36:11 PM,12:54:22 PM,7:29:59 PM,14:25:09,America/Los_Angeles,-420.0
47,2018-06-17,5:41:52 AM,8:07:16 PM,3:57:01 AM,9:52:07 PM,5:12:36 AM,8:36:32 PM,12:54:34 PM,7:30:18 PM,14:25:24,America/Los_Angeles,-420.0
48,2018-06-18,5:41:58 AM,8:07:35 PM,3:57:03 AM,9:52:29 PM,5:12:41 AM,8:36:51 PM,12:54:46 PM,7:30:35 PM,14:25:37,America/Los_Angeles,-420.0
49,2018-06-19,5:42:05 AM,8:07:52 PM,3:57:08 AM,9:52:49 PM,5:12:48 AM,8:37:09 PM,12:54:58 PM,7:30:52 PM,14:25:46,America/Los_Angeles,-420.0
50,2018-06-20,5:42:14 AM,8:08:07 PM,3:57:14 AM,9:53:07 PM,5:12:56 AM,8:37:25 PM,12:55:11 PM,7:31:07 PM,14:25:53,America/Los_Angeles,-420.0
51,2018-06-21,5:42:24 AM,8:08:22 PM,3:57:23 AM,9:53:22 PM,5:13:06 AM,8:37:39 PM,12:55:23 PM,7:31:21 PM,14:25:57,America/Los_Angeles,-420.0
52,2018-06-22,5:42:35 AM,8:08:34 PM,3:57:35 AM,9:53:35 PM,5:13:18 AM,8:37:52 PM,12:55:35 PM,7:31:34 PM,14:25:59,America/Los_Angeles,-420.0
53,2018-06-23,5:42:48 AM,8:08:46 PM,3:57:48 AM,9:53:46 PM,5:13:31 AM,8:38:03 PM,12:55:47 PM,7:31:45 PM,14:25:57,America/Los_Angeles,-420.0
54,2018-06-24,5:43:03 AM,8:08:56 PM,3:58:04 AM,9:53:55 PM,5:13:46 AM,8:38:13 PM,12:55:59 PM,7:31:55 PM,14:25:52,America/Los_Angeles,-420.0
55,2018-06-25,5:43:19 AM,8:09:04 PM,3:58:22 AM,9:54:01 PM,5:14:02 AM,8:38:21 PM,12:56:11 PM,7:32:04 PM,14:25:45,America/Los_Angeles,-420.0
56,2018-06-26,5:43:36 AM,8:09:11 PM,3:58:42 AM,9:54:05 PM,5:14:19 AM,8:38:27 PM,12:56:23 PM,7:32:11 PM,14:25:35,America/Los_Angeles,-420.0
57,2018-06-27,5:43:54 AM,8:09:16 PM,3:59:04 AM,9:54:06 PM,5:14:38 AM,8:38:32 PM,12:56:35 PM,7:32:18 PM,14:25:22,America/Los_Angeles,-420.0
58,2018-06-28,5:44:13 AM,8:09:20 PM,3:59:28 AM,9:54:05 PM,5:14:59 AM,8:38:35 PM,12:56:47 PM,7:32:22 PM,14:25:06,America/Los_Angeles,-420.0
59,2018-06-29,5:44:34 AM,8:09:22 PM,3:59:55 AM,9:54:02 PM,5:15:21 AM,8:38:36 PM,12:56:58 PM,7:32:26 PM,14:24:48,America/Los_Angeles,-420.0
60,2018-06-30,5:44:56 AM,8:09:23 PM,4:00:23 AM,9:53:56 PM,5:15:44 AM,8:38:35 PM,12:57:10 PM,7:32:28 PM,14:24:26,America/Los_Angeles,-420.0
61,2018-07-01,5:45:19 AM,8:09:22 PM,4:00:54 AM,9:53:48 PM,5:16:09 AM,8:38:33 PM,12:57:21 PM,7:32:28 PM,14:24:02,America/Los_Angeles,-420.0
62,2018-07-02,5:45:44 AM,8:09:20 PM,4:01:26 AM,9:53:38 PM,5:16:35 AM,8:38:29 PM,12:57:32 PM,7:32:27 PM,14:23:36,America/Los_Angeles,-420.0
63,2018-07-03,5:46:09 AM,8:09:16 PM,4:02:00 AM,9:53:25 PM,5:17:02 AM,8:38:23 PM,12:57:43 PM,7:32:25 PM,14:23:06,America/Los_Angeles,-420.0
64,2018-07-04,5:46:36 AM,8:09:10 PM,4:02:36 AM,9:53:10 PM,5:17:30 AM,8:38:16 PM,12:57:53 PM,7:32:21 PM,14:22:34,America/Los_Angeles,-420.0
65,2018-07-05,5:47:04 AM,8:09:03 PM,4:03:14 AM,9:52:53 PM,5:18:00 AM,8:38:07 PM,12:58:03 PM,7:32:16 PM,14:21:59,America/Los_Angeles,-420.0
66,2018-07-06,5:47:32 AM,8:08:54 PM,4:03:54 AM,9:52:33 PM,5:18:31 AM,8:37:56 PM,12:58:13 PM,7:32:10 PM,14:21:22,America/Los_Angeles,-420.0
67,2018-07-07,5:48:02 AM,8:08:44 PM,4:04:35 AM,9:52:11 PM,5:19:03 AM,8:37:43 PM,12:58:23 PM,7:32:02 PM,14:20:42,America/Los_Angeles,-420.0
68,2018-07-08,5:48:33 AM,8:08:32 PM,4:05:18 AM,9:51:47 PM,5:19:36 AM,8:37:29 PM,12:58:32 PM,7:31:52 PM,14:19:59,America/Los_Angeles,-420.0
69,2018-07-09,5:49:04 AM,8:08:19 PM,4:06:02 AM,9:51:21 PM,5:20:10 AM,8:37:13 PM,12:58:41 PM,7:31:41 PM,14:19:14,America/Los_Angeles,-420.0
70,2018-07-10,5:49:37 AM,8:08:03 PM,4:06:48 AM,9:50:52 PM,5:20:45 AM,8:36:55 PM,12:58:50 PM,7:31:29 PM,14:18:26,America/Los_Angeles,-420.0
71,2018-07-11,5:50:10 AM,8:07:47 PM,4:07:36 AM,9:50:21 PM,5:21:22 AM,8:36:35 PM,12:58:58 PM,7:31:15 PM,14:17:36,America/Los_Angeles,-420.0
72,2018-07-12,5:50:44 AM,8:07:28 PM,4:08:25 AM,9:49:48 PM,5:21:59 AM,8:36:14 PM,12:59:06 PM,7:30:59 PM,14:16:43,America/Los_Angeles,-420.0
73,2018-07-13,5:51:19 AM,8:07:08 PM,4:09:15 AM,9:49:13 PM,5:22:37 AM,8:35:51 PM,12:59:14 PM,7:30:42 PM,14:15:49,America/Los_Angeles,-420.0
74,2018-07-14,5:51:55 AM,8:06:47 PM,4:10:06 AM,9:48:36 PM,5:23:16 AM,8:35:26 PM,12:59:21 PM,7:30:24 PM,14:14:51,America/Los_Angeles,-420.0
75,2018-07-15,5:52:32 AM,8:06:24 PM,4:10:59 AM,9:47:57 PM,5:23:55 AM,8:35:00 PM,12:59:28 PM,7:30:04 PM,14:13:52,America/Los_Angeles,-420.0
76,2018-07-16,5:53:09 AM,8:05:59 PM,4:11:53 AM,9:47:15 PM,5:24:36 AM,8:34:32 PM,12:59:34 PM,7:29:43 PM,14:12:50,America/Los_Angeles,-420.0
77,2018-07-17,5:53:47 AM,8:05:33 PM,4:12:47 AM,9:46:32 PM,5:25:17 AM,8:34:02 PM,12:59:40 PM,7:29:20 PM,14:11:46,America/Los_Angeles,-420.0
78,2018-07-18,5:54:25 AM,8:05:05 PM,4:13:43 AM,9:45:47 PM,5:25:59 AM,8:33:31 PM,12:59:45 PM,7:28:56 PM,14:10:39,America/Los_Angeles,-420.0
79,2018-07-19,5:55:04 AM,8:04:36 PM,4:14:40 AM,9:45:00 PM,5:26:42 AM,8:32:58 PM,12:59:50 PM,7:28:30 PM,14:09:31,America/Los_Angeles,-420.0
80,2018-07-20,5:55:44 AM,8:04:05 PM,4:15:38 AM,9:44:11 PM,5:27:25 AM,8:32:24 PM,12:59:55 PM,7:28:03 PM,14:08:20,America/Los_Angeles,-420.0
81,2018-07-21,5:56:24 AM,8:03:33 PM,4:16:37 AM,9:43:20 PM,5:28:09 AM,8:31:47 PM,12:59:58 PM,7:27:34 PM,14:07:08,America/Los_Angeles,-420.0
82,2018-07-22,5:57:05 AM,8:02:59 PM,4:17:36 AM,9:42:28 PM,5:28:54 AM,8:31:10 PM,1:00:02 PM,7:27:04 PM,14:05:53,America/Los_Angeles,-420.0
83,2018-07-23,5:57:46 AM,8:02:23 PM,4:18:36 AM,9:41:33 PM,5:29:39 AM,8:30:30 PM,1:00:05 PM,7:26:33 PM,14:04:37,America/Los_Angeles,-420.0
84,2018-07-24,5:58:28 AM,8:01:46 PM,4:19:37 AM,9:40:37 PM,5:30:24 AM,8:29:50 PM,1:00:07 PM,7:26:00 PM,14:03:18,America/Los_Angeles,-420.0
85,2018-07-25,5:59:10 AM,8:01:08 PM,4:20:38 AM,9:39:40 PM,5:31:10 AM,8:29:07 PM,1:00:09 PM,7:25:25 PM,14:01:58,America/Los_Angeles,-420.0
86,2018-07-26,5:59:52 AM,8:00:28 PM,4:21:40 AM,9:38:40 PM,5:31:57 AM,8:28:23 PM,1:00:10 PM,7:24:50 PM,14:00:36,America/Los_Angeles,-420.0
87,2018-07-27,6:00:35 AM,7:59:47 PM,4:22:42 AM,9:37:39 PM,5:32:44 AM,8:27:38 PM,1:00:11 PM,7:24:12 PM,13:59:12,America/Los_Angeles,-420.0
88,2018-07-28,6:01:18 AM,7:59:04 PM,4:23:45 AM,9:36:37 PM,5:33:31 AM,8:26:51 PM,1:00:11 PM,7:23:34 PM,13:57:46,America/Los_Angeles,-420.0
89,2018-07-29,6:02:01 AM,7:58:20 PM,4:24:48 AM,9:35:33 PM,5:34:18 AM,8:26:03 PM,1:00:11 PM,7:22:54 PM,13:56:19,America/Los_Angeles,-420.0
90,2018-07-30,6:02:45 AM,7:57:35 PM,4:25:52 AM,9:34:27 PM,5:35:06 AM,8:25:14 PM,1:00:10 PM,7:22:13 PM,13:54:50,America/Los_Angeles,-420.0
91,2018-07-31,6:03:28 AM,7:56:48 PM,4:26:56 AM,9:33:21 PM,5:35:54 AM,8:24:23 PM,1:00:08 PM,7:21:30 PM,13:53:19,America/Los_Angeles,-420.0
92,2018-08-01,6:04:12 AM,7:56:00 PM,4:28:00 AM,9:32:12 PM,5:36:42 AM,8:23:30 PM,1:00:06 PM,7:20:46 PM,13:51:47,America/Los_Angeles,-420.0
93,2018-08-02,6:04:56 AM,7:55:10 PM,4:29:04 AM,9:31:03 PM,5:37:30 AM,8:22:37 PM,1:00:03 PM,7:20:01 PM,13:50:13,America/Los_Angeles,-420.0
94,2018-08-03,6:05:41 AM,7:54:19 PM,4:30:08 AM,9:29:52 PM,5:38:18 AM,8:21:41 PM,1:00:00 PM,7:19:14 PM,13:48:38,America/Los_Angeles,-420.0
95,2018-08-04,6:06:25 AM,7:53:27 PM,4:31:13 AM,9:28:40 PM,5:39:07 AM,8:20:45 PM,12:59:56 PM,7:18:26 PM,13:47:02,America/Los_Angeles,-420.0
96,2018-08-05,6:07:09 AM,7:52:34 PM,4:32:17 AM,9:27:26 PM,5:39:56 AM,8:19:48 PM,12:59:52 PM,7:17:37 PM,13:45:24,America/Los_Angeles,-420.0
97,2018-08-06,6:07:54 AM,7:51:39 PM,4:33:21 AM,9:26:12 PM,5:40:44 AM,8:18:49 PM,12:59:47 PM,7:16:46 PM,13:43:45,America/Los_Angeles,-420.0
98,2018-08-07,6:08:39 AM,7:50:43 PM,4:34:26 AM,9:24:56 PM,5:41:33 AM,8:17:49 PM,12:59:41 PM,7:15:54 PM,13:42:04,America/Los_Angeles,-420.0
99,2018-08-08,6:09:23 AM,7:49:46 PM,4:35:30 AM,9:23:39 PM,5:42:22 AM,8:16:47 PM,12:59:35 PM,7:15:01 PM,13:40:22,America/Los_Angeles,-420.0
100,2018-08-09,6:10:08 AM,7:48:48 PM,4:36:34 AM,9:22:21 PM,5:43:11 AM,8:15:45 PM,12:59:28 PM,7:14:07 PM,13:38:39,America/Los_Angeles,-420.0
101,2018-08-10,6:10:52 AM,7:47:48 PM,4:37:38 AM,9:21:02 PM,5:43:59 AM,8:14:41 PM,12:59:20 PM,7:13:11 PM,13:36:55,America/Los_Angeles,-420.0
102,2018-08-11,6:11:37 AM,7:46:47 PM,4:38:42 AM,9:19:42 PM,5:44:48 AM,8:13:36 PM,12:59:12 PM,7:12:15 PM,13:35:10,America/Los_Angeles,-420.0
103,2018-08-12,6:12:21 AM,7:45:46 PM,4:39:46 AM,9:18:21 PM,5:45:37 AM,8:12:31 PM,12:59:04 PM,7:11:17 PM,13:33:24,America/Los_Angeles,-420.0
104,2018-08-13,6:13:06 AM,7:44:43 PM,4:40:49 AM,9:16:59 PM,5:46:25 AM,8:11:24 PM,12:58:54 PM,7:10:18 PM,13:31:36,America/Los_Angeles,-420.0
105,2018-08-14,6:13:50 AM,7:43:39 PM,4:41:53 AM,9:15:37 PM,5:47:13 AM,8:10:16 PM,12:58:45 PM,7:09:18 PM,13:29:48,America/Los_Angeles,-420.0
106,2018-08-15,6:14:35 AM,7:42:34 PM,4:42:55 AM,9:14:13 PM,5:48:02 AM,8:09:07 PM,12:58:34 PM,7:08:16 PM,13:27:58,America/Los_Angeles,-420.0
107,2018-08-16,6:15:19 AM,7:41:28 PM,4:43:58 AM,9:12:49 PM,5:48:50 AM,8:07:57 PM,12:58:23 PM,7:07:14 PM,13:26:08,America/Los_Angeles,-420.0
108,2018-08-17,6:16:03 AM,7:40:20 PM,4:45:00 AM,9:11:23 PM,5:49:38 AM,8:06:46 PM,12:58:12 PM,7:06:11 PM,13:24:17,America/Los_Angeles,-420.0
109,2018-08-18,6:16:47 AM,7:39:12 PM,4:46:02 AM,9:09:58 PM,5:50:25 AM,8:05:34 PM,12:58:00 PM,7:05:06 PM,13:22:25,America/Los_Angeles,-420.0
110,2018-08-19,6:17:31 AM,7:38:03 PM,4:47:03 AM,9:08:31 PM,5:51:13 AM,8:04:21 PM,12:57:47 PM,7:04:01 PM,13:20:32,America/Los_Angeles,-420.0
111,2018-08-20,6:18:15 AM,7:36:53 PM,4:48:04 AM,9:07:04 PM,5:52:00 AM,8:03:08 PM,12:57:34 PM,7:02:54 PM,13:18:38,America/Los_Angeles,-420.0
112,2018-08-21,6:18:58 AM,7:35:42 PM,4:49:05 AM,9:05:36 PM,5:52:48 AM,8:01:53 PM,12:57:20 PM,7:01:46 PM,13:16:43,America/Los_Angeles,-420.0
113,2018-08-22,6:19:42 AM,7:34:31 PM,4:50:05 AM,9:04:07 PM,5:53:35 AM,8:00:38 PM,12:57:06 PM,7:00:38 PM,13:14:48,America/Los_Angeles,-420.0
114,2018-08-23,6:20:25 AM,7:33:18 PM,4:51:05 AM,9:02:38 PM,5:54:21 AM,7:59:22 PM,12:56:52 PM,6:59:29 PM,13:12:52,America/Los_Angeles,-420.0
115,2018-08-24,6:21:08 AM,7:32:04 PM,4:52:04 AM,9:01:08 PM,5:55:08 AM,7:58:05 PM,12:56:36 PM,6:58:18 PM,13:10:55,America/Los_Angeles,-420.0
116,2018-08-25,6:21:51 AM,7:30:50 PM,4:53:03 AM,8:59:38 PM,5:55:54 AM,7:56:47 PM,12:56:21 PM,6:57:07 PM,13:08:58,America/Los_Angeles,-420.0
117,2018-08-26,6:22:34 AM,7:29:35 PM,4:54:02 AM,8:58:08 PM,5:56:40 AM,7:55:29 PM,12:56:05 PM,6:55:55 PM,13:07:00,America/Los_Angeles,-420.0
118,2018-08-27,6:23:17 AM,7:28:19 PM,4:54:59 AM,8:56:37 PM,5:57:26 AM,7:54:10 PM,12:55:48 PM,6:54:42 PM,13:05:02,America/Los_Angeles,-420.0
119,2018-08-28,6:24:00 AM,7:27:02 PM,4:55:57 AM,8:55:05 PM,5:58:12 AM,7:52:50 PM,12:55:31 PM,6:53:28 PM,13:03:02,America/Los_Angeles,-420.0
120,2018-08-29,6:24:42 AM,7:25:45 PM,4:56:54 AM,8:53:33 PM,5:58:57 AM,7:51:30 PM,12:55:14 PM,6:52:13 PM,13:01:03,America/Los_Angeles,-420.0
121,2018-08-30,6:25:24 AM,7:24:27 PM,4:57:50 AM,8:52:01 PM,5:59:42 AM,7:50:09 PM,12:54:56 PM,6:50:58 PM,12:59:02,America/Los_Angeles,-420.0
122,2018-08-31,6:26:06 AM,7:23:09 PM,4:58:46 AM,8:50:29 PM,6:00:27 AM,7:48:48 PM,12:54:37 PM,6:49:42 PM,12:57:02,America/Los_Angeles,-420.0
123,2018-09-01,6:26:48 AM,7:21:49 PM,4:59:42 AM,8:48:56 PM,6:01:12 AM,7:47:26 PM,12:54:19 PM,6:48:25 PM,12:55:00,America/Los_Angeles,-420.0
124,2018-09-02,6:27:30 AM,7:20:29 PM,5:00:37 AM,8:47:23 PM,6:01:56 AM,7:46:03 PM,12:54:00 PM,6:47:07 PM,12:52:59,America/Los_Angeles,-420.0
125,2018-09-03,6:28:12 AM,7:19:09 PM,5:01:31 AM,8:45:50 PM,6:02:41 AM,7:44:40 PM,12:53:40 PM,6:45:49 PM,12:50:57,America/Los_Angeles,-420.0
126,2018-09-04,6:28:53 AM,7:17:48 PM,5:02:25 AM,8:44:16 PM,6:03:25 AM,7:43:17 PM,12:53:21 PM,6:44:30 PM,12:48:54,America/Los_Angeles,-420.0
127,2018-09-05,6:29:35 AM,7:16:27 PM,5:03:19 AM,8:42:43 PM,6:04:09 AM,7:41:53 PM,12:53:01 PM,6:43:11 PM,12:46:51,America/Los_Angeles,-420.0
128,2018-09-06,6:30:16 AM,7:15:05 PM,5:04:12 AM,8:41:09 PM,6:04:52 AM,7:40:29 PM,12:52:40 PM,6:41:50 PM,12:44:48,America/Los_Angeles,-420.0
129,2018-09-07,6:30:57 AM,7:13:42 PM,5:05:04 AM,8:39:36 PM,6:05:36 AM,7:39:04 PM,12:52:20 PM,6:40:30 PM,12:42:44,America/Los_Angeles,-420.0
130,2018-09-08,6:31:39 AM,7:12:20 PM,5:05:56 AM,8:38:02 PM,6:06:19 AM,7:37:39 PM,12:51:59 PM,6:39:09 PM,12:40:40,America/Los_Angeles,-420.0
131,2018-09-09,6:32:20 AM,7:10:56 PM,5:06:48 AM,8:36:28 PM,6:07:02 AM,7:36:14 PM,12:51:38 PM,6:37:47 PM,12:38:36,America/Los_Angeles,-420.0
132,2018-09-10,6:33:01 AM,7:09:33 PM,5:07:39 AM,8:34:54 PM,6:07:45 AM,7:34:49 PM,12:51:17 PM,6:36:25 PM,12:36:32,America/Los_Angeles,-420.0
133,2018-09-11,6:33:42 AM,7:08:09 PM,5:08:30 AM,8:33:21 PM,6:08:28 AM,7:33:23 PM,12:50:55 PM,6:35:02 PM,12:34:27,America/Los_Angeles,-420.0
134,2018-09-12,6:34:23 AM,7:06:45 PM,5:09:20 AM,8:31:47 PM,6:09:10 AM,7:31:57 PM,12:50:34 PM,6:33:39 PM,12:32:22,America/Los_Angeles,-420.0
135,2018-09-13,6:35:03 AM,7:05:20 PM,5:10:10 AM,8:30:13 PM,6:09:53 AM,7:30:31 PM,12:50:12 PM,6:32:15 PM,12:30:17,America/Los_Angeles,-420.0
