,date,sunrise,sunset,first_light,last_light,dawn,dusk,solar_noon,golden_hour,day_length,timezone,utc_offset
20,2018-05-21,5:48:50 AM,7:52:29 PM,4:09:51 AM,9:31:28 PM,5:20:45 AM,8:20:34 PM,12:50:39 PM,7:16:40 PM,14:03:38,America/Los_Angeles,-420.0
21,2018-05-22,5:48:15 AM,7:53:13 PM,4:08:56 AM,9:32:31 PM,5:20:06 AM,8:21:22 PM,12:50:44 PM,7:17:20 PM,14:04:58,America/Los_Angeles,-420.0
22,2018-05-23,5:47:41 AM,7:53:56 PM,4:08:03 AM,9:33:33 PM,5:19:28 AM,8:22:09 PM,12:50:48 PM,7:18:00 PM,14:06:15,America/Los_Angeles,-420.0
23,2018-05-24,5:47:08 AM,7:54:39 PM,4:07:12 AM,9:34:35 PM,5:18:52 AM,8:22:56 PM,12:50:54 PM,7:18:39 PM,14:07:30,America/Los_Angeles,-420.0
24,2018-05-25,5:46:38 AM,7:55:21 PM,4:06:23 AM,9:35:36 PM,5:18:17 AM,8:23:42 PM,12:50:59 PM,7:19:17 PM,14:08:43,America/Los_Angeles,-420.0
25,2018-05-26,5:46:08 AM,7:56:03 PM,4:05:35 AM,9:36:36 PM,5:17:44 AM,8:24:27 PM,12:51:06 PM,7:19:55 PM,14:09:54,America/Los_Angeles,-420.0
26,2018-05-27,5:45:40 AM,7:56:44 PM,4:04:49 AM,9:37:35 PM,5:17:13 AM,8:25:12 PM,12:51:12 PM,7:20:32 PM,14:11:03,America/Los_Angeles,-420.0
27,2018-05-28,5:45:14 AM,7:57:24 PM,4:04:05 AM,9:38:33 PM,5:16:43 AM,8:25:56 PM,12:51:19 PM,7:21:09 PM,14:12:10,America/Los_Angeles,-420.0
28,2018-05-29,5:44:49 AM,7:58:04 PM,4:03:24 AM,9:39:30 PM,5:16:14 AM,8:26:39 PM,12:51:27 PM,7:21:45 PM,14:13:14,America/Los_Angeles,-420.0
29,2018-05-30,5:44:26 AM,7:58:43 PM,4:02:44 AM,9:40:25 PM,5:15:48 AM,8:27:21 PM,12:51:34 PM,7:22:21 PM,14:14:16,America/Los_Angeles,-420.0
30,2018-05-31,5:44:04 AM,7:59:21 PM,4:02:06 AM,9:41:20 PM,5:15:23 AM,8:28:03 PM,12:51:43 PM,7:22:56 PM,14:15:16,America/Los_Angeles,-420.0
31,2018-06-01,5:43:44 AM,7:59:58 PM,4:01:30 AM,9:42:13 PM,5:14:59 AM,8:28:43 PM,12:51:51 PM,7:23:30 PM,14:16:14,America/Los_Angeles,-420.0
32,2018-06-02,5:43:26 AM,8:00:35 PM,4:00:56 AM,9:43:04 PM,5:14:38 AM,8:29:23 PM,12:52:00 PM,7:24:03 PM,14:17:09,America/Los_Angeles,-420.0
33,2018-06-03,5:43:09 AM,8:01:10 PM,4:00:24 AM,9:43:55 PM,5:14:18 AM,8:30:01 PM,12:52:09 PM,7:24:36 PM,14:18:01,America/Los_Angeles,-420.0
34,2018-06-04,5:42:53 AM,8:01:45 PM,3:59:55 AM,9:44:43 PM,5:13:59 AM,8:30:39 PM,12:52:19 PM,7:25:08 PM,14:18:51,America/Los_Angeles,-420.0
35,2018-06-05,5:42:39 AM,8:02:19 PM,3:59:27 AM,9:45:31 PM,5:13:43 AM,8:31:15 PM,12:52:29 PM,7:25:39 PM,14:19:39,America/Los_Angeles,-420.0
36,2018-06-06,5:42:27 AM,8:02:51 PM,3:59:02 AM,9:46:16 PM,5:13:28 AM,8:31:50 PM,12:52:39 PM,7:26:09 PM,14:20:24,America/Los_Angeles,-420.0
37,2018-06-07,5:42:16 AM,8:03:23 PM,3:58:39 AM,9:47:00 PM,5:13:15 AM,8:32:24 PM,12:52:49 PM,7:26:38 PM,14:21:07,America/Los_Angeles,-420.0
38,2018-06-08,5:42:07 AM,8:03:54 PM,3:58:18 AM,9:47:42 PM,5:13:03 AM,8:32:57 PM,12:53:00 PM,7:27:07 PM,14:21:47,America/Los_Angeles,-420.0
39,2018-06-09,5:41:59 AM,8:04:23 PM,3:57:59 AM,9:48:23 PM,5:12:53 AM,8:33:29 PM,12:53:11 PM,7:27:34 PM,14:22:24,America/Los_Angeles,-420.0
40,2018-06-10,5:41:53 AM,8:04:52 PM,3:57:43 AM,9:49:01 PM,5:12:45 AM,8:33:59 PM,12:53:22 PM,7:28:01 PM,14:22:59,America/Los_Angeles,-420.0
41,2018-06-11,5:41:48 AM,8:05:19 PM,3:57:29 AM,9:49:38 PM,5:12:38 AM,8:34:29 PM,12:53:33 PM,7:28:26 PM,14:23:31,America/Los_Angeles,-420.0
42,2018-06-12,5:41:45 AM,8:05:45 PM,3:57:17 AM,9:50:13 PM,5:12:34 AM,8:34:56 PM,12:53:45 PM,7:28:50 PM,14:24:00,America/Los_Angeles,-420.0
43,2018-06-13,5:41:43 AM,8:06:10 PM,3:57:08 AM,9:50:46 PM,5:12:30 AM,8:35:23 PM,12:53:57 PM,7:29:14 PM,14:24:26,America/Los_Angeles,-420.0
44,2018-06-14,5:41:43 AM,8:06:34 PM,3:57:00 AM,9:51:16 PM,5:12:29 AM,8:35:48 PM,12:54:08 PM,7:29:36 PM,14:24:50,America/Los_Angeles,-420.0
45,2018-06-15,5:41:45 AM,8:06:56 PM,3:56:56 AM,9:51:45 PM,5:12:29 AM,8:36:11 PM,12:54:20 PM,7:29:57 PM,14:25:11,America/Los_Angeles,-420.0
46,2018-06-16,5:41:48 AM,8:07:17 PM,3:56:53 AM,9:52:12 PM,5:12:31 AM,8:36:34 PM,12:54:32 PM,7:30:17 PM,14:25:29,America/Los_Angeles,-420.0
47,2018-06-17,5:41:52 AM,8:07:37 PM,3:56:53 AM,9:52:36 PM,5:12:34 AM,8:36:54 PM,12:54:44 PM,7:30:36 PM,14:25:44,America/Los_Angeles,-420.0
48,2018-06-18,5:41:58 AM,8:07:55 PM,3:56:55 AM,9:52:58 PM,5:12:40 AM,8:37:13 PM,12:54:57 PM,7:30:54 PM,14:25:57,America/Los_Angeles,-420.0
49,2018-06-19,5:42:05 AM,8:08:12 PM,3:56:59 AM,9:53:18 PM,5:12:46 AM,8:37:31 PM,12:55:09 PM,7:31:10 PM,14:26:07,America/Los_Angeles,-420.0
50,2018-06-20,5:42:14 AM,8:08:28 PM,3:57:06 AM,9:53:36 PM,5:12:55 AM,8:37:47 PM,12:55:21 PM,7:31:25 PM,14:26:13,America/Los_Angeles,-420.0
51,2018-06-21,5:42:24 AM,8:08:42 PM,3:57:15 AM,9:53:51 PM,5:13:05 AM,8:38:02 PM,12:55:33 PM,7:31:39 PM,14:26:17,America/Los_Angeles,-420.0
52,2018-06-22,5:42:36 AM,8:08:55 PM,3:57:26 AM,9:54:04 PM,5:13:16 AM,8:38:14 PM,12:55:45 PM,7:31:52 PM,14:26:19,America/Los_Angeles,-420.0
53,2018-06-23,5:42:49 AM,8:09:06 PM,3:57:40 AM,9:54:15 PM,5:13:29 AM,8:38:26 PM,12:55:58 PM,7:32:03 PM,14:26:17,America/Los_Angeles,-420.0
54,2018-06-24,5:43:03 AM,8:09:16 PM,3:57:55 AM,9:54:24 PM,5:13:44 AM,8:38:35 PM,12:56:10 PM,7:32:14 PM,14:26:12,America/Los_Angeles,-420.0
55,2018-06-25,5:43:19 AM,8:09:24 PM,3:58:13 AM,9:54:30 PM,5:14:00 AM,8:38:43 PM,12:56:22 PM,7:32:22 PM,14:26:05,America/Los_Angeles,-420.0
56,2018-06-26,5:43:36 AM,8:09:31 PM,3:58:34 AM,9:54:34 PM,5:14:18 AM,8:38:49 PM,12:56:34 PM,7:32:30 PM,14:25:55,America/Los_Angeles,-420.0
57,2018-06-27,5:43:54 AM,8:09:37 PM,3:58:56 AM,9:54:35 PM,5:14:37 AM,8:38:54 PM,12:56:45 PM,7:32:36 PM,14:25:42,America/Los_Angeles,-420.0
58,2018-06-28,5:44:14 AM,8:09:40 PM,3:59:20 AM,9:54:34 PM,5:14:57 AM,8:38:57 PM,12:56:57 PM,7:32:41 PM,14:25:26,America/Los_Angeles,-420.0
59,2018-06-29,5:44:35 AM,8:09:43 PM,3:59:47 AM,9:54:31 PM,5:15:19 AM,8:38:58 PM,12:57:09 PM,7:32:44 PM,14:25:08,America/Los_Angeles,-420.0
60,2018-06-30,5:44:57 AM,8:09:43 PM,4:00:15 AM,9:54:25 PM,5:15:43 AM,8:38:57 PM,12:57:20 PM,7:32:46 PM,14:24:46,America/Los_Angeles,-420.0
61,2018-07-01,5:45:20 AM,8:09:43 PM,4:00:45 AM,9:54:17 PM,5:16:07 AM,8:38:55 PM,12:57:31 PM,7:32:47 PM,14:24:22,America/Los_Angeles,-420.0
62,2018-07-02,5:45:44 AM,8:09:40 PM,4:01:18 AM,9:54:07 PM,5:16:33 AM,8:38:51 PM,12:57:42 PM,7:32:46 PM,14:23:55,America/Los_Angeles,-420.0
63,2018-07-03,5:46:10 AM,8:09:36 PM,4:01:52 AM,9:53:54 PM,5:17:01 AM,8:38:45 PM,12:57:53 PM,7:32:43 PM,14:23:26,America/Los_Angeles,-420.0
64,2018-07-04,5:46:36 AM,8:09:30 PM,4:02:28 AM,9:53:39 PM,5:17:29 AM,8:38:38 PM,12:58:03 PM,7:32:40 PM,14:22:53,America/Los_Angeles,-420.0
65,2018-07-05,5:47:04 AM,8:09:23 PM,4:03:06 AM,9:53:21 PM,5:17:59 AM,8:38:29 PM,12:58:14 PM,7:32:34 PM,14:22:19,America/Los_Angeles,-420.0
66,2018-07-06,5:47:33 AM,8:09:14 PM,4:03:46 AM,9:53:02 PM,5:18:30 AM,8:38:18 PM,12:58:24 PM,7:32:28 PM,14:21:41,America/Los_Angeles,-420.0
67,2018-07-07,5:48:03 AM,8:09:04 PM,4:04:27 AM,9:52:40 PM,5:19:02 AM,8:38:05 PM,12:58:33 PM,7:32:20 PM,14:21:01,America/Los_Angeles,-420.0
68,2018-07-08,5:48:33 AM,8:08:52 PM,4:05:10 AM,9:52:15 PM,5:19:35 AM,8:37:51 PM,12:58:43 PM,7:32:10 PM,14:20:18,America/Los_Angeles,-420.0
69,2018-07-09,5:49:05 AM,8:08:38 PM,4:05:55 AM,9:51:49 PM,5:20:09 AM,8:37:34 PM,12:58:52 PM,7:31:59 PM,14:19:33,America/Los_Angeles,-420.0
70,2018-07-10,5:49:38 AM,8:08:23 PM,4:06:41 AM,9:51:20 PM,5:20:44 AM,8:37:16 PM,12:59:00 PM,7:31:47 PM,14:18:45,America/Los_Angeles,-420.0
71,2018-07-11,5:50:11 AM,8:08:06 PM,4:07:29 AM,9:50:49 PM,5:21:21 AM,8:36:57 PM,12:59:09 PM,7:31:33 PM,14:17:55,America/Los_Angeles,-420.0
72,2018-07-12,5:50:45 AM,8:07:48 PM,4:08:17 AM,9:50:16 PM,5:21:58 AM,8:36:35 PM,12:59:17 PM,7:31:17 PM,14:17:02,America/Los_Angeles,-420.0
73,2018-07-13,5:51:20 AM,8:07:28 PM,4:09:08 AM,9:49:41 PM,5:22:36 AM,8:36:12 PM,12:59:24 PM,7:31:00 PM,14:16:07,America/Los_Angeles,-420.0
74,2018-07-14,5:51:56 AM,8:07:06 PM,4:09:59 AM,9:49:03 PM,5:23:15 AM,8:35:48 PM,12:59:31 PM,7:30:42 PM,14:15:10,America/Los_Angeles,-420.0
75,2018-07-15,5:52:33 AM,8:06:43 PM,4:10:52 AM,9:48:24 PM,5:23:55 AM,8:35:21 PM,12:59:38 PM,7:30:22 PM,14:14:10,America/Los_Angeles,-420.0
76,2018-07-16,5:53:10 AM,8:06:19 PM,4:11:46 AM,9:47:43 PM,5:24:36 AM,8:34:53 PM,12:59:44 PM,7:30:00 PM,14:13:08,America/Los_Angeles,-420.0
77,2018-07-17,5:53:48 AM,8:05:52 PM,4:12:41 AM,9:46:59 PM,5:25:17 AM,8:34:23 PM,12:59:50 PM,7:29:38 PM,14:12:04,America/Los_Angeles,-420.0
78,2018-07-18,5:54:27 AM,8:05:24 PM,4:13:37 AM,9:46:14 PM,5:25:59 AM,8:33:52 PM,12:59:56 PM,7:29:13 PM,14:10:57,America/Los_Angeles,-420.0
79,2018-07-19,5:55:06 AM,8:04:55 PM,4:14:34 AM,9:45:27 PM,5:26:42 AM,8:33:19 PM,1:00:00 PM,7:28:47 PM,14:09:48,America/Los_Angeles,-420.0
80,2018-07-20,5:55:46 AM,8:04:24 PM,4:15:32 AM,9:44:38 PM,5:27:25 AM,8:32:44 PM,1:00:05 PM,7:28:20 PM,14:08:38,America/Los_Angeles,-420.0
81,2018-07-21,5:56:26 AM,8:03:52 PM,4:16:31 AM,9:43:47 PM,5:28:10 AM,8:32:08 PM,1:00:09 PM,7:27:51 PM,14:07:25,America/Los_Angeles,-420.0
82,2018-07-22,5:57:07 AM,8:03:18 PM,4:17:30 AM,9:42:54 PM,5:28:54 AM,8:31:30 PM,1:00:12 PM,7:27:21 PM,14:06:10,America/Los_Angeles,-420.0
83,2018-07-23,5:57:48 AM,8:02:42 PM,4:18:31 AM,9:41:59 PM,5:29:39 AM,8:30:51 PM,1:00:15 PM,7:26:50 PM,14:04:54,America/Los_Angeles,-420.0
84,2018-07-24,5:58:30 AM,8:02:05 PM,4:19:32 AM,9:41:03 PM,5:30:25 AM,8:30:10 PM,1:00:17 PM,7:26:17 PM,14:03:35,America/Los_Angeles,-420.0
85,2018-07-25,5:59:12 AM,8:01:27 PM,4:20:33 AM,9:40:05 PM,5:31:11 AM,8:29:28 PM,1:00:19 PM,7:25:42 PM,14:02:14,America/Los_Angeles,-420.0
86,2018-07-26,5:59:54 AM,8:00:47 PM,4:21:35 AM,9:39:06 PM,5:31:57 AM,8:28:44 PM,1:00:21 PM,7:25:06 PM,14:00:52,America/Los_Angeles,-420.0
87,2018-07-27,6:00:37 AM,8:00:05 PM,4:22:38 AM,9:38:05 PM,5:32:44 AM,8:27:58 PM,1:00:21 PM,7:24:29 PM,13:59:28,America/Los_Angeles,-420.0
88,2018-07-28,6:01:20 AM,7:59:23 PM,4:23:41 AM,9:37:02 PM,5:33:32 AM,8:27:11 PM,1:00:21 PM,7:23:50 PM,13:58:02,America/Los_Angeles,-420.0
89,2018-07-29,6:02:04 AM,7:58:38 PM,4:24:44 AM,9:35:58 PM,5:34:19 AM,8:26:23 PM,1:00:21 PM,7:23:10 PM,13:56:34,America/Los_Angeles,-420.0
90,2018-07-30,6:02:47 AM,7:57:53 PM,4:25:48 AM,9:34:52 PM,5:35:07 AM,8:25:33 PM,1:00:20 PM,7:22:29 PM,13:55:05,America/Los_Angeles,-420.0
91,2018-07-31,6:03:31 AM,7:57:06 PM,4:26:52 AM,9:33:45 PM,5:35:55 AM,8:24:42 PM,1:00:18 PM,7:21:46 PM,13:53:34,America/Los_Angeles,-420.0
92,2018-08-01,6:04:15 AM,7:56:18 PM,4:27:56 AM,9:32:37 PM,5:36:43 AM,8:23:50 PM,1:00:16 PM,7:21:02 PM,13:52:02,America/Los_Angeles,-420.0
93,2018-08-02,6:04:59 AM,7:55:28 PM,4:29:00 AM,9:31:27 PM,5:37:32 AM,8:22:56 PM,1:00:14 PM,7:20:17 PM,13:50:28,America/Los_Angeles,-420.0
94,2018-08-03,6:05:44 AM,7:54:37 PM,4:30:05 AM,9:30:16 PM,5:38:20 AM,8:22:01 PM,1:00:10 PM,7:19:30 PM,13:48:53,America/Los_Angeles,-420.0
95,2018-08-04,6:06:28 AM,7:53:45 PM,4:31:10 AM,9:29:03 PM,5:39:09 AM,8:21:04 PM,1:00:06 PM,7:18:42 PM,13:47:16,America/Los_Angeles,-420.0
96,2018-08-05,6:07:13 AM,7:52:51 PM,4:32:14 AM,9:27:50 PM,5:39:58 AM,8:20:06 PM,1:00:02 PM,7:17:52 PM,13:45:38,America/Los_Angeles,-420.0
97,2018-08-06,6:07:57 AM,7:51:56 PM,4:33:19 AM,9:26:35 PM,5:40:46 AM,8:19:07 PM,12:59:57 PM,7:17:02 PM,13:43:58,America/Los_Angeles,-420.0
98,2018-08-07,6:08:42 AM,7:51:00 PM,4:34:23 AM,9:25:19 PM,5:41:35 AM,8:18:07 PM,12:59:51 PM,7:16:10 PM,13:42:18,America/Los_Angeles,-420.0
99,2018-08-08,6:09:27 AM,7:50:03 PM,4:35:28 AM,9:24:02 PM,5:42:24 AM,8:17:06 PM,12:59:45 PM,7:15:16 PM,13:40:36,America/Los_Angeles,-420.0
100,2018-08-09,6:10:12 AM,7:49:05 PM,4:36:32 AM,9:22:44 PM,5:43:13 AM,8:16:03 PM,12:59:38 PM,7:14:22 PM,13:38:52,America/Los_Angeles,-420.0
101,2018-08-10,6:10:56 AM,7:48:05 PM,4:37:37 AM,9:21:25 PM,5:44:02 AM,8:14:59 PM,12:59:31 PM,7:13:26 PM,13:37:08,America/Los_Angeles,-420.0
102,2018-08-11,6:11:41 AM,7:47:04 PM,4:38:41 AM,9:20:05 PM,5:44:51 AM,8:13:55 PM,12:59:23 PM,7:12:30 PM,13:35:23,America/Los_Angeles,-420.0
103,2018-08-12,6:12:26 AM,7:46:02 PM,4:39:44 AM,9:18:43 PM,5:45:39 AM,8:12:49 PM,12:59:14 PM,7:11:32 PM,13:33:36,America/Los_Angeles,-420.0
104,2018-08-13,6:13:10 AM,7:44:59 PM,4:40:48 AM,9:17:21 PM,5:46:28 AM,8:11:41 PM,12:59:05 PM,7:10:33 PM,13:31:48,America/Los_Angeles,-420.0
105,2018-08-14,6:13:55 AM,7:43:55 PM,4:41:51 AM,9:15:58 PM,5:47:16 AM,8:10:33 PM,12:58:55 PM,7:09:32 PM,13:30:00,America/Los_Angeles,-420.0
106,2018-08-15,6:14:39 AM,7:42:50 PM,4:42:54 AM,9:14:35 PM,5:48:05 AM,8:09:24 PM,12:58:45 PM,7:08:31 PM,13:28:10,America/Los_Angeles,-420.0
107,2018-08-16,6:15:24 AM,7:41:44 PM,4:43:57 AM,9:13:10 PM,5:48:53 AM,8:08:14 PM,12:58:34 PM,7:07:28 PM,13:26:19,America/Los_Angeles,-420.0
108,2018-08-17,6:16:08 AM,7:40:36 PM,4:45:00 AM,9:11:45 PM,5:49:41 AM,8:07:03 PM,12:58:22 PM,7:06:25 PM,13:24:28,America/Los_Angeles,-420.0
109,2018-08-18,6:16:52 AM,7:39:28 PM,4:46:02 AM,9:10:19 PM,5:50:29 AM,8:05:51 PM,12:58:10 PM,7:05:20 PM,13:22:35,America/Los_Angeles,-420.0
110,2018-08-19,6:17:36 AM,7:38:19 PM,4:47:03 AM,9:08:52 PM,5:51:17 AM,8:04:38 PM,12:57:58 PM,7:04:15 PM,13:20:42,America/Los_Angeles,-420.0
111,2018-08-20,6:18:20 AM,7:37:09 PM,4:48:04 AM,9:07:24 PM,5:52:04 AM,8:03:24 PM,12:57:44 PM,7:03:08 PM,13:18:48,America/Los_Angeles,-420.0
112,2018-08-21,6:19:04 AM,7:35:58 PM,4:49:05 AM,9:05:56 PM,5:52:52 AM,8:02:10 PM,12:57:31 PM,7:02:00 PM,13:16:53,America/Los_Angeles,-420.0
113,2018-08-22,6:19:47 AM,7:34:46 PM,4:50:06 AM,9:04:27 PM,5:53:39 AM,8:00:54 PM,12:57:17 PM,7:00:52 PM,13:14:58,America/Los_Angeles,-420.0
114,2018-08-23,6:20:31 AM,7:33:33 PM,4:51:06 AM,9:02:58 PM,5:54:26 AM,7:59:38 PM,12:57:02 PM,6:59:42 PM,13:13:02,America/Los_Angeles,-420.0
115,2018-08-24,6:21:14 AM,7:32:19 PM,4:52:05 AM,9:01:28 PM,5:55:12 AM,7:58:21 PM,12:56:47 PM,6:58:32 PM,13:11:05,America/Los_Angeles,-420.0
116,2018-08-25,6:21:57 AM,7:31:05 PM,4:53:04 AM,8:59:58 PM,5:55:59 AM,7:57:03 PM,12:56:31 PM,6:57:20 PM,13:09:07,America/Los_Angeles,-420.0
117,2018-08-26,6:22:40 AM,7:29:50 PM,4:54:03 AM,8:58:27 PM,5:56:45 AM,7:55:45 PM,12:56:15 PM,6:56:08 PM,13:07:09,America/Los_Angeles,-420.0
118,2018-08-27,6:23:23 AM,7:28:34 PM,4:55:01 AM,8:56:56 PM,5:57:31 AM,7:54:26 PM,12:55:58 PM,6:54:55 PM,13:05:10,America/Los_Angeles,-420.0
119,2018-08-28,6:24:06 AM,7:27:17 PM,4:55:58 AM,8:55:24 PM,5:58:17 AM,7:53:06 PM,12:55:41 PM,6:53:41 PM,13:03:10,America/Los_Angeles,-420.0
120,2018-08-29,6:24:48 AM,7:25:59 PM,4:56:56 AM,8:53:52 PM,5:59:02 AM,7:51:45 PM,12:55:24 PM,6:52:26 PM,13:01:10,America/Los_Angeles,-420.0
121,2018-08-30,6:25:31 AM,7:24:41 PM,4:57:52 AM,8:52:20 PM,5:59:48 AM,7:50:24 PM,12:55:06 PM,6:51:10 PM,12:59:10,America/Los_Angeles,-420.0
122,2018-08-31,6:26:13 AM,7:23:22 PM,4:58:48 AM,8:50:47 PM,6:00:33 AM,7:49:03 PM,12:54:48 PM,6:49:54 PM,12:57:09,America/Los_Angeles,-420.0
123,2018-09-01,6:26:55 AM,7:22:03 PM,4:59:44 AM,8:49:14 PM,6:01:18 AM,7:47:41 PM,12:54:29 PM,6:48:37 PM,12:55:07,America/Los_Angeles,-420.0
124,2018-09-02,6:27:37 AM,7:20:43 PM,5:00:39 AM,8:47:41 PM,6:02:02 AM,7:46:18 PM,12:54:10 PM,6:47:19 PM,12:53:05,America/Los_Angeles,-420.0
125,2018-09-03,6:28:19 AM,7:19:23 PM,5:01:34 AM,8:46:08 PM,6:02:47 AM,7:44:55 PM,12:53:51 PM,6:46:01 PM,12:51:03,America/Los_Angeles,-420.0
126,2018-09-04,6:29:01 AM,7:18:01 PM,5:02:28 AM,8:44:34 PM,6:03:31 AM,7:43:31 PM,12:53:31 PM,6:44:42 PM,12:49:00,America/Los_Angeles,-420.0
127,2018-09-05,6:29:42 AM,7:16:40 PM,5:03:22 AM,8:43:01 PM,6:04:15 AM,7:42:07 PM,12:53:11 PM,6:43:22 PM,12:46:57,America/Los_Angeles,-420.0
128,2018-09-06,6:30:24 AM,7:15:18 PM,5:04:15 AM,8:41:27 PM,6:04:59 AM,7:40:43 PM,12:52:51 PM,6:42:02 PM,12:44:53,America/Los_Angeles,-420.0
129,2018-09-07,6:31:05 AM,7:13:55 PM,5:05:08 AM,8:39:53 PM,6:05:42 AM,7:39:18 PM,12:52:30 PM,6:40:41 PM,12:42:50,America/Los_Angeles,-420.0
130,2018-09-08,6:31:47 AM,7:12:32 PM,5:06:00 AM,8:38:19 PM,6:06:26 AM,7:37:53 PM,12:52:09 PM,6:39:20 PM,12:40:45,America/Los_Angeles,-420.0
131,2018-09-09,6:32:28 AM,7:11:09 PM,5:06:52 AM,8:36:45 PM,6:07:09 AM,7:36:28 PM,12:51:48 PM,6:37:58 PM,12:38:41,America/Los_Angeles,-420.0
132,2018-09-10,6:33:09 AM,7:09:45 PM,5:07:43 AM,8:35:11 PM,6:07:52 AM,7:35:02 PM,12:51:27 PM,6:36:36 PM,12:36:36,America/Los_Angeles,-420.0
133,2018-09-11,6:33:50 AM,7:08:21 PM,5:08:34 AM,8:33:37 PM,6:08:35 AM,7:33:37 PM,12:51:06 PM,6:35:13 PM,12:34:31,America/Los_Angeles,-420.0
134,2018-09-12,6:34:31 AM,7:06:57 PM,5:09:25 AM,8:32:03 PM,6:09:18 AM,7:32:11 PM,12:50:44 PM,6:33:50 PM,12:32:26,America/Los_Angeles,-420.0
135,2018-09-13,6:35:12 AM,7:05:33 PM,5:10:15 AM,8:30:30 PM,6:10:00 AM,7:30:44 PM,12:50:22 PM,6:32:26 PM,12:30:20,America/Los_Angeles,-420.0
