,date,sunrise,sunset,first_light,last_light,dawn,dusk,solar_noon,golden_hour,day_length,timezone,utc_offset
90,2018-07-30,6:11:02 AM,8:19:55 PM,4:27:39 AM,10:03:18 PM,5:41:54 AM,8:49:02 PM,1:15:28 PM,7:42:53 PM,14:08:52,America/Los_Angeles,-420.0
91,2018-07-31,6:11:51 AM,8:19:02 PM,4:28:53 AM,10:02:00 PM,5:42:49 AM,8:48:04 PM,1:15:27 PM,7:42:05 PM,14:07:10,America/Los_Angeles,-420.0
92,2018-08-01,6:12:42 AM,8:18:07 PM,4:30:09 AM,10:00:40 PM,5:43:44 AM,8:47:05 PM,1:15:24 PM,7:41:15 PM,14:05:25,America/Los_Angeles,-420.0
93,2018-08-02,6:13:32 AM,8:17:11 PM,4:31:24 AM,9:59:19 PM,5:44:39 AM,8:46:04 PM,1:15:22 PM,7:40:24 PM,14:03:39,America/Los_Angeles,-420.0
94,2018-08-03,6:14:23 AM,8:16:14 PM,4:32:39 AM,9:57:57 PM,5:45:35 AM,8:45:02 PM,1:15:18 PM,7:39:32 PM,14:01:51,America/Los_Angeles,-420.0
95,2018-08-04,6:15:13 AM,8:15:16 PM,4:33:55 AM,9:56:34 PM,5:46:31 AM,8:43:58 PM,1:15:14 PM,7:38:38 PM,14:00:02,America/Los_Angeles,-420.0
96,2018-08-05,6:16:04 AM,8:14:16 PM,4:35:11 AM,9:55:09 PM,5:47:27 AM,8:42:53 PM,1:15:10 PM,7:37:43 PM,13:58:11,America/Los_Angeles,-420.0
97,2018-08-06,6:16:55 AM,8:13:14 PM,4:36:26 AM,9:53:43 PM,5:48:23 AM,8:41:47 PM,1:15:05 PM,7:36:46 PM,13:56:18,America/Los_Angeles,-420.0
98,2018-08-07,6:17:47 AM,8:12:12 PM,4:37:42 AM,9:52:16 PM,5:49:19 AM,8:40:40 PM,1:14:59 PM,7:35:48 PM,13:54:24,America/Los_Angeles,-420.0
99,2018-08-08,6:18:38 AM,8:11:08 PM,4:38:58 AM,9:50:48 PM,5:50:15 AM,8:39:31 PM,1:14:53 PM,7:34:49 PM,13:52:29,America/Los_Angeles,-420.0
100,2018-08-09,6:19:29 AM,8:10:03 PM,4:40:13 AM,9:49:19 PM,5:51:11 AM,8:38:21 PM,1:14:46 PM,7:33:48 PM,13:50:33,America/Los_Angeles,-420.0
101,2018-08-10,6:20:21 AM,8:08:56 PM,4:41:29 AM,9:47:49 PM,5:52:07 AM,8:37:10 PM,1:14:39 PM,7:32:47 PM,13:48:35,America/Los_Angeles,-420.0
102,2018-08-11,6:21:12 AM,8:07:49 PM,4:42:44 AM,9:46:17 PM,5:53:04 AM,8:35:58 PM,1:14:31 PM,7:31:43 PM,13:46:36,America/Los_Angeles,-420.0
103,2018-08-12,6:22:04 AM,8:06:40 PM,4:43:59 AM,9:44:45 PM,5:54:00 AM,8:34:44 PM,1:14:22 PM,7:30:39 PM,13:44:35,America/Los_Angeles,-420.0
104,2018-08-13,6:22:56 AM,8:05:30 PM,4:45:13 AM,9:43:12 PM,5:54:56 AM,8:33:29 PM,1:14:13 PM,7:29:34 PM,13:42:34,America/Los_Angeles,-420.0
105,2018-08-14,6:23:47 AM,8:04:19 PM,4:46:28 AM,9:41:38 PM,5:55:52 AM,8:32:14 PM,1:14:03 PM,7:28:27 PM,13:40:31,America/Los_Angeles,-420.0
106,2018-08-15,6:24:39 AM,8:03:07 PM,4:47:42 AM,9:40:03 PM,5:56:48 AM,8:30:57 PM,1:13:53 PM,7:27:19 PM,13:38:28,America/Los_Angeles,-420.0
107,2018-08-16,6:25:30 AM,8:01:53 PM,4:48:55 AM,9:38:28 PM,5:57:44 AM,8:29:39 PM,1:13:42 PM,7:26:10 PM,13:36:23,America/Los_Angeles,-420.0
108,2018-08-17,6:26:21 AM,8:00:39 PM,4:50:09 AM,9:36:51 PM,5:58:40 AM,8:28:20 PM,1:13:30 PM,7:25:00 PM,13:34:17,America/Los_Angeles,-420.0
109,2018-08-18,6:27:13 AM,7:59:23 PM,4:51:22 AM,9:35:14 PM,5:59:35 AM,8:27:01 PM,1:13:18 PM,7:23:48 PM,13:32:10,America/Los_Angeles,-420.0
110,2018-08-19,6:28:04 AM,7:58:07 PM,4:52:34 AM,9:33:37 PM,6:00:31 AM,8:25:40 PM,1:13:05 PM,7:22:36 PM,13:30:03,America/Los_Angeles,-420.0
111,2018-08-20,6:28:55 AM,7:56:50 PM,4:53:46 AM,9:31:58 PM,6:01:26 AM,8:24:18 PM,1:12:52 PM,7:21:22 PM,13:27:54,America/Los_Angeles,-420.0
112,2018-08-21,6:29:46 AM,7:55:31 PM,4:54:58 AM,9:30:19 PM,6:02:21 AM,8:22:56 PM,1:12:39 PM,7:20:08 PM,13:25:45,America/Los_Angeles,-420.0
113,2018-08-22,6:30:37 AM,7:54:12 PM,4:56:09 AM,9:28:40 PM,6:03:16 AM,8:21:33 PM,1:12:24 PM,7:18:52 PM,13:23:35,America/Los_Angeles,-420.0
114,2018-08-23,6:31:28 AM,7:52:52 PM,4:57:20 AM,9:27:00 PM,6:04:11 AM,8:20:08 PM,1:12:10 PM,7:17:36 PM,13:21:24,America/Los_Angeles,-420.0
115,2018-08-24,6:32:18 AM,7:51:31 PM,4:58:30 AM,9:25:19 PM,6:05:06 AM,8:18:43 PM,1:11:55 PM,7:16:18 PM,13:19:12,America/Los_Angeles,-420.0
116,2018-08-25,6:33:09 AM,7:50:09 PM,4:59:39 AM,9:23:39 PM,6:06:00 AM,8:17:18 PM,1:11:39 PM,7:15:00 PM,13:16:59,America/Los_Angeles,-420.0
117,2018-08-26,6:33:59 AM,7:48:46 PM,5:00:49 AM,9:21:57 PM,6:06:54 AM,8:15:51 PM,1:11:23 PM,7:13:40 PM,13:14:46,America/Los_Angeles,-420.0
118,2018-08-27,6:34:50 AM,7:47:23 PM,5:01:57 AM,9:20:15 PM,6:07:48 AM,8:14:24 PM,1:11:06 PM,7:12:20 PM,13:12:33,America/Los_Angeles,-420.0
119,2018-08-28,6:35:40 AM,7:45:59 PM,5:03:05 AM,9:18:33 PM,6:08:42 AM,8:12:56 PM,1:10:49 PM,7:10:59 PM,13:10:18,America/Los_Angeles,-420.0
120,2018-08-29,6:36:30 AM,7:44:34 PM,5:04:13 AM,9:16:51 PM,6:09:36 AM,8:11:28 PM,1:10:32 PM,7:09:37 PM,13:08:03,America/Los_Angeles,-420.0
121,2018-08-30,6:37:20 AM,7:43:08 PM,5:05:20 AM,9:15:08 PM,6:10:29 AM,8:09:59 PM,1:10:14 PM,7:08:14 PM,13:05:47,America/Los_Angeles,-420.0
122,2018-08-31,6:38:10 AM,7:41:42 PM,5:06:26 AM,9:13:25 PM,6:11:22 AM,8:08:29 PM,1:09:56 PM,7:06:51 PM,13:03:31,America/Los_Angeles,-420.0
123,2018-09-01,6:38:59 AM,7:40:15 PM,5:07:32 AM,9:11:42 PM,6:12:15 AM,8:06:59 PM,1:09:37 PM,7:05:26 PM,13:01:15,America/Los_Angeles,-420.0
124,2018-09-02,6:39:49 AM,7:38:47 PM,5:08:37 AM,9:09:59 PM,6:13:07 AM,8:05:29 PM,1:09:18 PM,7:04:01 PM,12:58:58,America/Los_Angeles,-420.0
125,2018-09-03,6:40:38 AM,7:37:19 PM,5:09:42 AM,9:08:15 PM,6:14:00 AM,8:03:57 PM,1:08:59 PM,7:02:35 PM,12:56:40,America/Los_Angeles,-420.0
126,2018-09-04,6:41:28 AM,7:35:50 PM,5:10:46 AM,9:06:32 PM,6:14:52 AM,8:02:26 PM,1:08:39 PM,7:01:09 PM,12:54:22,America/Los_Angeles,-420.0
127,2018-09-05,6:42:17 AM,7:34:21 PM,5:11:50 AM,9:04:48 PM,6:15:44 AM,8:00:54 PM,1:08:19 PM,6:59:42 PM,12:52:03,America/Los_Angeles,-420.0
128,2018-09-06,6:43:06 AM,7:32:51 PM,5:12:53 AM,9:03:04 PM,6:16:36 AM,7:59:21 PM,1:07:59 PM,6:58:14 PM,12:49:44,America/Los_Angeles,-420.0
129,2018-09-07,6:43:55 AM,7:31:21 PM,5:13:56 AM,9:01:20 PM,6:17:27 AM,7:57:49 PM,1:07:38 PM,6:56:46 PM,12:47:25,America/Los_Angeles,-420.0
130,2018-09-08,6:44:44 AM,7:29:50 PM,5:14:58 AM,8:59:37 PM,6:18:19 AM,7:56:16 PM,1:07:17 PM,6:55:17 PM,12:45:06,America/Los_Angeles,-420.0
131,2018-09-09,6:45:33 AM,7:28:19 PM,5:15:59 AM,8:57:53 PM,6:19:10 AM,7:54:42 PM,1:06:56 PM,6:53:47 PM,12:42:46,America/Los_Angeles,-420.0
132,2018-09-10,6:46:22 AM,7:26:48 PM,5:17:01 AM,8:56:09 PM,6:20:01 AM,7:53:09 PM,1:06:35 PM,6:52:17 PM,12:40:25,America/Los_Angeles,-420.0
133,2018-09-11,6:47:11 AM,7:25:16 PM,5:18:01 AM,8:54:26 PM,6:20:52 AM,7:51:35 PM,1:06:14 PM,6:50:47 PM,12:38:05,America/Los_Angeles,-420.0
134,2018-09-12,6:48:00 AM,7:23:44 PM,5:19:01 AM,8:52:42 PM,6:21:43 AM,7:50:01 PM,1:05:52 PM,6:49:16 PM,12:35:44,America/Los_Angeles,-420.0
135,2018-09-13,6:48:48 AM,7:22:12 PM,5:20:01 AM,8:50:59 PM,6:22:34 AM,7:48:27 PM,1:05:30 PM,6:47:45 PM,12:33:23,America/Los_Angeles,-420.0
